"Name of institution";"Type of institution - 1. Level";"Type of institution - 2. Level";"Type of institution - 3. Level";"Address main location: Street No.";"Address main location: Postal code";"Address main location: City";"Web address";"Count of employees [1]";"Foundation year";Twitter;"Profile text";"Secondary locations";"Keywords [2]"
"Hochschule Schmalkalden";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Blechhammer 9";98574;Schmalkalden;www.hs-schmalkalden.de;;1991;;;;
"Hochschule Stralsund";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Zur Schwedenschanze 15";18435;Stralsund;www.hochschule-stralsund.de;;1991;;;;
"Hochschule Trier - Trier University of Applied Sciences";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;Schneidershof;54293;Trier;www.hochschule-trier.de;;1971;;;;
"Hochschule Weserbergland";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";"Am Stockhof 2";31785;Hameln;www.hsw-hameln.de;;2010;;;;
"Hochschule Wismar - University of Applied Sciences: Technology, Business and Design";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Philipp-Müller-Straße 14";23966;Wismar;www.hs-wismar.de;;1908;;;;
"Hochschule Worms, University of Applied Sciences";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Erenburgerstr. 19";67549;Worms;www.hs-worms.de;;1996;;;;
"Hochschule Zittau/Görlitz";Hochschulen;Fachhochschulen/HAW;öffentlich-rechtlich;"Theodor-Körner-Allee 16";02763;Zittau;www.hszg.de;;1992;;;;
"Hohenstein Institut für Textilinnovation gGmbH (HIT)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Baden-Württemberg;"Schlosssteige 1";74357;Bönnigheim;www.hohenstein.de;"ca. 35";1946;;"Hohenstein ist ein akkreditierter Prüfdienstleister und Forschungspartner mit rund 1.000 Mitarbeitenden weltweit. Neben der Prüfung/Zertifizierung von Textilien zählt die anwendungsorientierte Forschung in den Bereichen Funktionalisierung, Produktperformance, Medizintextilien sowie Bioökonomie und Umwelttechnologien zu den Kernkompetenzen. Durch die enge Kooperation von Ingenieurinnen und Ingenieuren der Textilwissenschaft mit Naturwissenschaftlerinnen und Naturwissenschaftlern ist Hohenstein in der Lage, innovative Produkte und Verfahren für verschiedenste Branchen anforderungsgerecht zu unterstützen. Forschungsaktivitäten tragen dazu bei, für textile Produkte völlig neue Einsatzgebiete zu erschließen – und damit Märkte und Zukunftschancen zu eröffnen.";;"Chemie, Biologie, Andere Naturwissenschaften, Chemische Verfahrenstechnik, Werkstofftechnik, Medizintechnik, Umweltbiotechnologie, Industrielle Biotechnologie, Nanotechnologie, Andere Ingenieurwissenschaften und Technologien, Andere medizinische Wissenschaften, Andere Agrarwissenschaften"
"HSBA Hamburg School of Business Administration";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";"Willy-Brandt-Straße 75";20459;Hamburg;www.hsba.de;;2004;;;;
"HSD Hochschule Döpfer";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";"Waidmarkt 3 und 9";50676;Köln;www.hs-doepfer.de;;2013;;;;
"Humboldt-Universität zu Berlin";Hochschulen;Universitäten;öffentlich-rechtlich;"Unter den Linden 6";10117;Berlin;www.hu-berlin.de;;1810;;;;
"IB Hochschule für Gesundheit und Soziales";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";"Breitenbachstraße 23";13509;Berlin;www.ib-hochschule.de;;2006;;;;
"ifo Institut – Leibniz-Institut für Wirtschaftsforschung an der Universität München e. V.";"Außeruniversitäre Forschungseinrichtungen";Leibniz-Gemeinschaft;;"Poschingerstraße 5";81679;München;www.ifo.de;210;1949;https://twitter.com/https://x.com/ifo_Institut;"Das ifo Institut gehört zu den führenden Wirtschaftsforschungsinstituten in Europa. Über seine fünf Handlungsfelder – Forschung, Nachwuchsförderung, Politikberatung, Beteiligung an öﬀentlichen Debatten und Information/Service – trägt es dazu bei, unter sich ständig ändernden Rahmenbedingungen nachhaltigen wirtschaftlichen Wohlstand und gesellschaftliche Teilhabe zu wahren und zu steigern. Das ifo Institut bearbeitet auf wissenschaftlich höchstem Niveau und mit internationaler Ausstrahlung wirtschaftlich und wirtschaftspolitisch relevante Fragestellungen und entwickelt forschungsbasierte Handlungsempfehlungen für Politik, Wirtschaft und Gesellschaft.";Dresden;"Volks- und Betriebswirtschaftslehre"
"IHP GmbH – Innovations for High Performance Microelectronics / Leibniz-Institut für innovative Mikroelektronik";"Außeruniversitäre Forschungseinrichtungen";Leibniz-Gemeinschaft;;"Im Technologiepark 25";15236;"Frankfurt (Oder)";www.ihp-microelectronics.com;375;1983;;"Das IHP erforscht und entwickelt siliziumbasierte Systeme, Höchstfrequenz-Schaltkreise und Technologien sowie neue Materialien. Es realisiert prototypische Lösungen für die drahtlose und Breitbandkommunikation, Sicherheit, Medizintechnik, Raumfahrt, Mobilität und Industrieautomatisierung. Das Institut betreibt eine 200-mm-Pilotlinie mit SiGe-BiCMOS-Technologien mit Grenzfrequenzen bis 650 GHz sowie mit elektronisch-photonischen Technologien. Es fertigt für eigene Projekte und als forschungsbasierter Service für Dritte kundenspezifische Schaltkreise, die als Prototypen bis hin zu Kleinserien realisiert werden. Mit regionalen und internationalen Hochschulen arbeitet das IHP erfolgreich in acht Joint Labs zusammen.";Cottbus;"Informatik und Informationswissenschaften, Physik, Elektrotechnik, Elektronik, Informationstechnik, Nanotechnologie"
"IKT – Institut für Unterirdische Infrastruktur gGmbH";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Nordrhein-Westfalen;"Exterbruch 1";45886;Gelsenkirchen;www.ikt.de;50;1994;;"Das IKT – Institut für Unterirdische Infrastruktur ist ein neutrales, unabhängiges und gemeinnütziges Forschungsinstitut. Es arbeitet praxis- und anwendungsorientiert an Fragen des unterirdischen Leitungsbaus. Schwerpunkt ist die Kanalisation. Für Bau, Betrieb und Sanierung unterirdischer Infrastruktureinrichtungen führt das IKT Forschungsprojekte, Prüfungen, Warentests, Beratungen und Seminare durch. Hauptzielgruppe sind Betreiber öffentlicher und privater Leitungsnetze. Die Tätigkeitsfelder des IKT orientieren sich in erster Linie an Fragestellungen und Problemen der Netzbetreiber. Für Unternehmen aus der Branche leistet das IKT weitere Hilfestellungen bei Prüfung und Erprobung neuer Produkte und Verfahren.";Arnhem;"Werkstofftechnik, Umwelttechnik"
"ILS – Institut für Landes- und Stadtentwicklungsforschung gGmbH";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Nordrhein-Westfalen;"Brüderweg 22/24";44135;Dortmund;www.ils-forschung.de;114;2008;https://twitter.com/https://x.com/ILS_forschung;"Das ILS – Institut für Landes- und Stadtentwicklungsforschung ist ein außeruniversitäres Stadtforschungsinstitut, das die Dynamik und Vielgestaltigkeit des urbanen Wandels international vergleichend untersucht. Ziel der anwendungsorientierten Grundlagenforschung ist ein besseres Verständnis neuerer Urbanisierungsprozesse, um im aktiven Dialog mit Praxis, Politik und Gesellschaft inter- und transdisziplinär Erkenntnisse für eine sozial, ökologisch und ökonomisch nachhaltige Transformation und Gestaltung urbaner Räume auf unterschiedlichen räumlichen Maßstabsebenen zu erarbeiten. Mit der Gründung der ILS Research gGmbH wurde der Drittmittelbereich 2022 organisatorisch ausgegliedert.";;"Geowissenschaften und zugehörige (Umwelt-)Wissenschaften, Sozial- und Wirtschaftsgeografie, Andere Sozialwissenschaften"
"IMMS Institut für Mikroelektronik- und Mechatronik-Systeme gemeinnützige GmbH (IMMS GmbH)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Thüringen;"Ehrenbergstraße 27";98693;Ilmenau;www.imms.de;99;1995;;"Das IMMS unterstützt Unternehmen bei international erfolgreichen Innovationen für Gesundheit, Umwelt und Industrie und begleitet sie von der Machbarkeitsstudie bis zur Serienreife. Das IMMS bringt als landeseigenes Unternehmen des Freistaates Thüringen sowie An-Institut der Technischen Universität Ilmenau Unternehmen mit anwendungsorientierter Forschung und Entwicklung in der Mikroelektronik, Systemtechnik und Mechatronik voran. Unter dem Leitgedanken „Wir verbinden die digitale mit der analogen Welt“ schafft das Institut innovative industrielle Lösungen für intelligente Sensor- und Messsysteme sowie hochpräzise Antriebssysteme. Es befähigt Studierende mit fundiertem Methodenwissen und der Einbindung in die Praxis für den Berufsstart in Industrie und Forschung.";Erfurt;"Elektrotechnik, Elektronik, Informationstechnik, Maschinenbau, Medizintechnik, Nanotechnologie, Andere Ingenieurwissenschaften und Technologien"
"INM – Leibniz-Institut für Neue Materialien gGmbH";"Außeruniversitäre Forschungseinrichtungen";Leibniz-Gemeinschaft;;"Campus D2 2";66123;Saarbrücken;www.leibniz-inm.de;220;1987;;"Neue Materialien sind Triebfedern für neue Technologien. Das INM vereint multidisziplinäre Wissenschaft – Chemie, Physik, Biologie, Materialwissenschaft – und materialorientierten Technologietransfer. Ein zentraler Fokus ist die Übertragung von biologischen Prinzipien auf die Entwicklung optimierter und nachhaltiger Materialien, Oberflächen und Strukturen. Anwendungen sind flexible Displays, leistungsstarke Batterien, effiziente Solarzellen und Implantate für personalisierte Therapien. Das INM kooperiert weltweit mit Partnern aus Forschung und Wirtschaft.";;"Physik, Chemie, Biologie, Chemische Verfahrenstechnik, Werkstofftechnik, Nanotechnologie, Medizinische Biotechnologie"
"Institut für Arbeitsmarkt- und Berufsforschung der Bundesagentur für Arbeit (IAB)";Ressortforschungseinrichtungen;"Kontinuierliche Zusammenarbeit mit FuE-Einrichtungen";;"Regensburger Straße 104";90478;Nürnberg;www.iab.de;369;1967;https://twitter.com/https://x.com/iab_news;"Das IAB erforscht den Arbeitsmarkt, um politische Akteure auf allen Ebenen kompetent zu beraten. Dabei berücksichtigt es insbesondere den Informationsbedarf der Bundesagentur für Arbeit (BA) und des Bundesministeriums für Arbeit und Soziales (BMAS). Forschungs- und Publikationsfreiheit garantieren, dass unabhängiger Rat erteilt wird. Unter anderem evaluiert das IAB arbeitsmarktpolitische Programme, erstellt Prognosen und befasst sich mit Fragen der Erwerbs- und Fluchtmigration. In der Grundsicherung untersucht es neben der Wirkung der Eingliederungsleistungen auch die Lebenssituation der Hilfebedürftigen. Dabei liegt derzeit ein Fokus auf der Evaluation der Bürgergeldreform. Weiterhin prägen aktuelle Entwicklungen wie die digitale und ökologische Transformation die Forschungsagenda.";"Saarbrücken, Halle (Saale), Berlin, Stuttgart, Düsseldorf, Chemnitz, Kiel, Nürnberg, Hannover, Frankfurt am Main";"Volks- und Betriebswirtschaftslehre, Soziologie, Politikwissenschaften, Sozial- und Wirtschaftsgeografie, Andere Sozialwissenschaften"
"Institut für Arbeitsrecht und Arbeitsbeziehungen in der Europäischen Union (IAAEU)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Rheinland-Pfalz;"Behringstraße 21, Gebäude H";54296;Trier;www.iaaeu.de;;1983;;"Die Mitarbeiterinnen und Mitarbeiter des IAAEU untersuchen die rechtlichen und ökonomischen Rahmenbedingungen der Arbeit in einer sich stetig wandelnden europäischen Gesellschaft. Die Aufgabe ist eine interdisziplinär ausgerichtete, gesellschaftlich relevante Forschung, die international beachtet und projektbezogen organisiert ist mit dem Ziel, die öffentliche Diskussion durch wissenschaftlich fundierte Erkenntnisse zu beeinflussen, um zur Verbesserung von Arbeitsbedingungen und -beziehungen beizutragen. Die Bibliothek des IAAEU verfügt über eine einzigartige Spezialsammlung zum Arbeitsrecht und den Arbeitsbeziehungen vor allem der Mitgliedstaaten der Europäischen Union sowie zur Arbeits- und Personalökonomik.";;"Volks- und Betriebswirtschaftslehre, Rechtswissenschaften"
"Institut für Bildungsmonitoring und Qualitätsentwicklung (IfBQ)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Hamburg;"Beltgens Garten 25";20537;Hamburg;www.hamburg.de/bsb/ifbq;70;2012;;"Das IfBQ ist eine nachgeordnete Dienststelle der Hamburger Behörde für Schule und Berufsbildung (BSB). Das Institut erbringt wissenschaftsnahe Dienstleistungen für das Bildungsmonitoring und die datengestützte Qualitätsentwicklung vorrangig des Schulsystems. Es generiert, analysiert und kommuniziert Daten auf unterschiedlichen Ebenen und in unterschiedlichen Bereichen des Bildungssystems. Außerdem unterstützt es die verantwortlichen Personen bei der Nutzung dieser Daten. Leitendes Ziel ist eine gute schulische Bildung für alle Kinder und Jugendlichen in Hamburg und damit verknüpft die Förderung von Bildungsgerechtigkeit.";;"Psychologie und Kognitionswissenschaft, Erziehungswissenschaften, Soziologie, Andere Sozialwissenschaften"
"Institut für Bioprozess- und Analysenmesstechnik e. V. (iba)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Thüringen;Rosenhof;37308;"Heilbad Heiligenstadt";www.iba-heiligenstadt.de;58;1991;;"Das Institut für Bioprozess- und Analysenmesstechnik e. V. (iba) ist ein außeruniversitäres Forschungsinstitut des Freistaates Thüringen und An-Institut der Technischen Universität Ilmenau. Im Rahmen des Forschungsprofils „Biotechniques at Interfaces“ werden Forschungsthemen auf dem Gebiet technischer Systeme für die Lebenswissenschaften bearbeitet und Partnern aus Forschung und Entwicklung sowie der Industrie zur Verfügung gestellt. Der zentrale Forschungsschwerpunkt fokussiert auf das Engineering molekularer und zellulärer Verfahren für das Disease Modeling und auf Therapieansätze für die patientenindividuelle Medizin auf Basis von mikrostrukturierten 3D-Zellmodellen in Kombination mit mikrofluidischer Kultivierung und nichtinvasiven Messtechniken.";;"Physik, Chemie, Biologie, Werkstofftechnik, Medizintechnik, Gesundheitswissenschaften, Medizinische Biotechnologie"
"Institut für Biotechnologie und Wirkstoff-Forschung gGmbH (IBWF)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Rheinland-Pfalz;"Hanns-Dieter-Hüsch-Weg 17";55128;Mainz;www.ibwf.de;;1998;;"Mit dem innovations- und anwendungsorientierten und interdisziplinär ausgerichteten Leistungsspektrum ist das IBWF Forschungs- und Entwicklungspartner für Wirtschaft und Gesellschaft auf mehreren Gebieten der modernen, wettbewerbsrelevanten Biotechnologie. Forschungsgegenstand sind vor allem Produkte aus Pilzen und anderen Mikroorganismen sowie deren Anwendung. Zum Forschungsportfolio gehört die gezielte Suche nach neuen Wirkstoffen und Zielstrukturen für den Pflanzenschutz und pharmazeutische Forschungsfelder. Die Forschungstätigkeiten im biologischen Pflanzenschutz und die Suche sowie Evaluierung von biotechnologisch relevanten Enzymen komplementieren das Forschungsangebot des Instituts.";;"Biologie, Umweltbiotechnologie, Industrielle Biotechnologie, Medizinische Biotechnologie, Agrarbiotechnologie"
"Institut für Brand- und Katastrophenschutz Heyrothsberge (IBK)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Sachsen-Anhalt;"Biederitzer Straße 5";39175;"Biederitz OT Heyrothsberge";www.ibk-heyrothsberge.de;71;1938;;"Die Gesellschaft – und damit auch das System der Gefahrenabwehr – unterliegt einem stetigen Wandel. Um sicherzustellen, dass notwendige Anpassungen an sich verändernde Bedingungen beachtet werden, vereint das Land Sachsen-Anhalt Forschung sowie Aus- und Fortbildung für die nichtpolizeiliche Gefahrenabwehr in Heyrothsberge. So können aktuelle Erkenntnisse aus der Brandschutzforschung direkt in die Ausbildung der Einsatz- und Führungskräfte transferiert und aktuelle Problemstellungen aus der Feuerwehr wissenschaftlich hinterfragt werden. Neben einer modernen Ausbildungsbasis steht für die Forschung eine Vielzahl von Laboren sowie Großversuchsanlagen für realmaßstäbliche Brand- und Löschversuche zur Verfügung.";;"Physik, Chemie, Geowissenschaften und zugehörige (Umwelt-)Wissenschaften, Andere Naturwissenschaften, Bauingenieurwesen, Chemische Verfahrenstechnik, Werkstofftechnik, Umwelttechnik, Andere Ingenieurwissenschaften und Technologien"
"Institut für Cusanus-Forschung an der Universität und Theologischen Fakultät Trier";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Rheinland-Pfalz;"Domfreihof 3";54290;Trier;www.cusanus-institut.de;4;1960;;"Das Cusanus-Institut ist ein An-Institut der Universität und Theologischen Fakultät Trier und wird von der Cusanus-Gesellschaft getragen. Den Diskussionen des 21. Jahrhunderts um das Verhältnis von Politik, Kirche und Gesellschaft verleihen die transdisziplinären Arbeiten des Cusanus-Instituts eine historische Tiefenschärfe. Schwerpunkte liegen auf dem Kaufmannssohn, Juristen, Bischof, Kardinal und Gelehrten Nikolaus von Kues (1401–1464), seinem Bemühen um Bildung, Reform und Dialog und der Annäherung an das 15. Jahrhundert als einer Zeitenwende.";;"Geschichte und Archäologie, Philosophie, Ethik und Religion"
"Institut für die Geschichte der deutschen Juden (IGdJ)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Hamburg;"Beim Schlump 83";20144;Hamburg;www.igdj-hh.de;22;1966;;"Im Jahr 1966 eröffnet, widmet sich das Institut für die Geschichte der deutschen Juden den Schnittstellen der jüdischen und deutschen Vergangenheit. Als außeruniversitäres Forschungsinstitut (und Stiftung bürgerlichen Rechts in der Trägerschaft der Freien und Hansestadt Hamburg), das seine Ergebnisse in Veröffentlichungen und unterschiedlichen Veranstaltungsformaten präsentiert, ist das IGdJ seit mehreren Jahrzehnten eine wichtige Stimme im internationalen akademischen Diskurs – insbesondere zu Themen der neueren und neuesten deutsch-jüdischen Geschichte. Mit analogen sowie digitalen Angeboten bedient das IGdJ außerdem das Interesse einer zivilgesellschaftlichen Öffentlichkeit in und außerhalb der Metropolregion Hamburg.";;"Geschichte und Archäologie"
"Institut für donauschwäbische Geschichte und Landeskunde (IdGL)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Baden-Württemberg;"Mohlstraße 18";72074;Tübingen;www.idglbw.de;11;1987;;"Das Institut für donauschwäbische Geschichte und Landeskunde (IdGL) ist eine dem Bereich des Innenministeriums des Landes Baden-Württemberg zugeordnete außeruniversitäre Forschungseinrichtung. Dank seiner klaren Aufgabenstellung, seines innovativen thematischen Zugriffs und seiner interdisziplinären Ausrichtung ist das IdGL eine national und international anerkannte Einrichtung der deutschen Südosteuropaforschung. Seine Forschungen, Lehre, Publikationen, Dokumentation und Wissensvermittlung sind einem Programm verpflichtet, für das die Begriffe Migration, Minority und Memory stehen.";;"Sozial- und Wirtschaftsgeografie, Andere Sozialwissenschaften, Geschichte und Archäologie, Sprachen und Literatur, Andere Geisteswissenschaften"
"Institut für Friedensforschung und Sicherheitspolitik an der Universität Hamburg (IFSH)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Hamburg;"Beim Schlump 83";20144;Hamburg;www.ifsh.de;"ca. 80";1971;https://twitter.com/https://x.com/IFSHHamburg;"Das Institut für Friedensforschung und Sicherheitspolitik (IFSH) erforscht die Bedingungen von Frieden und Sicherheit in Deutschland, Europa und darüber hinaus. Das IFSH forscht eigenständig und unabhängig. Es wird von der Freien und Hansestadt Hamburg finanziert.";Berlin;"Andere Naturwissenschaften, Politikwissenschaften, Andere Sozialwissenschaften"
"Institut für Geschichtliche Landeskunde Rheinland-Pfalz e. V. (IGL)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Rheinland-Pfalz;"Isaac-Fulda-Allee 2 B";55124;Mainz;www.igl.uni-mainz.de;15;1960;https://twitter.com/https://x.com/IGL_Mainz;"Das 1960 auf Initiative des Landes Rheinland-Pfalz gegründete Institut für Geschichtliche Landeskunde Rheinland-Pfalz e. V. (IGL) erforscht die Geschichte und Sprachgeschichte des heutigen Rheinland-Pfalz und der mit ihm historisch verbundenen Gebiete. Zu den Kernaufgaben des Instituts, die mit dem Institutsmotto „Forschen – Vermitteln – Mitmachen“ umschrieben sind, zählt neben der grundlegenden Forschungsarbeit in interdisziplinärer und vergleichender Perspektive die Vermittlung der Forschungsergebnisse an ein breites Publikum u. a. durch Publikationen, Vortragsreihen, Ausstellungen sowie durch digitale Formate der Wissenschaftskommunikation und thematische Angebote im Internet.";;"Geschichte und Archäologie, Sprachen und Literatur"
